State,Year,Month,Indicator,Data Value
AK,2015,June,Percent with drugs specified,86.7768595
AK,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
AK,2015,June,Natural & semi-synthetic opioids (T40.2),
AK,2015,June,Heroin (T40.1),
AK,2015,March,"Synthetic opioids, excl. methadone (T40.4)",
AK,2015,March,Heroin (T40.1),
AK,2015,March,Percent with drugs specified,88.8
AK,2015,March,Cocaine (T40.5),
AK,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
AK,2015,March,Natural & semi-synthetic opioids (T40.2),
AK,2015,March,"Opioids (T40.0-T40.4,T40.6)",
AK,2015,March,Psychostimulants with abuse potential (T43.6),
AK,2015,March,Methadone (T40.3),
AK,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
AK,2015,March,Number of Drug Overdose Deaths,125
AK,2015,March,Number of Deaths,"4,101"
AK,2015,May,"Synthetic opioids, excl. methadone (T40.4)",
AK,2015,May,"Opioids (T40.0-T40.4,T40.6)",
AK,2015,May,Psychostimulants with abuse potential (T43.6),
AK,2015,May,Percent with drugs specified,86.4
AK,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
AK,2015,May,Number of Drug Overdose Deaths,125
AK,2015,May,Number of Deaths,"4,196"
AK,2015,May,Methadone (T40.3),
AK,2015,May,Cocaine (T40.5),
AK,2015,May,Natural & semi-synthetic opioids (T40.2),
AK,2015,May,Heroin (T40.1),
AK,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
AK,2015,November,Percent with drugs specified,90.43478261
AK,2015,November,"Opioids (T40.0-T40.4,T40.6)",79
AK,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",54
AK,2015,November,Number of Drug Overdose Deaths,115
AK,2015,November,Number of Deaths,"4,219"
AK,2015,November,Cocaine (T40.5),
AK,2015,November,"Synthetic opioids, excl. methadone (T40.4)",15
AK,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64
AK,2015,November,Methadone (T40.3),10
AK,2015,November,Psychostimulants with abuse potential (T43.6),26
AK,2015,November,Heroin (T40.1),34
AK,2015,November,Natural & semi-synthetic opioids (T40.2),48
AK,2015,October,Percent with drugs specified,90
AK,2015,October,Number of Drug Overdose Deaths,120
AK,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",66
AK,2015,October,Psychostimulants with abuse potential (T43.6),27
AK,2015,October,"Synthetic opioids, excl. methadone (T40.4)",17
AK,2015,October,"Opioids (T40.0-T40.4,T40.6)",86
AK,2015,October,Number of Deaths,"4,241"
AK,2015,October,Methadone (T40.3),10
AK,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55
AK,2015,October,Heroin (T40.1),39
AK,2015,October,Cocaine (T40.5),
AK,2015,October,Natural & semi-synthetic opioids (T40.2),49
AK,2015,September,Number of Drug Overdose Deaths,125
AK,2015,September,"Synthetic opioids, excl. methadone (T40.4)",
AK,2015,September,Heroin (T40.1),
AK,2015,September,"Opioids (T40.0-T40.4,T40.6)",
AK,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
AK,2015,September,Psychostimulants with abuse potential (T43.6),
AK,2015,September,Natural & semi-synthetic opioids (T40.2),
AK,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
AK,2015,September,Percent with drugs specified,88
AK,2015,September,Methadone (T40.3),
AK,2015,September,Cocaine (T40.5),
AK,2015,September,Number of Deaths,"4,242"
AK,2016,April,"Synthetic opioids, excl. methadone (T40.4)",11
AK,2016,April,Cocaine (T40.5),11
AK,2016,April,Percent with drugs specified,93.93939394
AK,2016,April,Natural & semi-synthetic opioids (T40.2),60
AK,2016,April,Psychostimulants with abuse potential (T43.6),35
AK,2016,April,Methadone (T40.3),18
AK,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",68
AK,2016,April,Number of Drug Overdose Deaths,132
AK,2016,April,Heroin (T40.1),40
AK,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75
AK,2016,April,Number of Deaths,"4,262"
AK,2016,April,"Opioids (T40.0-T40.4,T40.6)",95
AK,2016,August,Number of Drug Overdose Deaths,138
AK,2016,August,"Synthetic opioids, excl. methadone (T40.4)",12
AK,2016,August,Psychostimulants with abuse potential (T43.6),41
AK,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72
AK,2016,August,Methadone (T40.3),19
AK,2016,August,Number of Deaths,"4,276"
AK,2016,August,Percent with drugs specified,96.37681159
AK,2016,August,Cocaine (T40.5),12
AK,2016,August,"Opioids (T40.0-T40.4,T40.6)",100
AK,2016,August,Natural & semi-synthetic opioids (T40.2),55
AK,2016,August,Heroin (T40.1),39
AK,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64
AK,2016,December,"Synthetic opioids, excl. methadone (T40.4)",
AK,2016,December,Number of Deaths,"4,355"
AK,2016,December,Psychostimulants with abuse potential (T43.6),53
AK,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53
AK,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",59
AK,2016,December,Percent with drugs specified,99.2248062
AK,2016,December,Number of Drug Overdose Deaths,129
AK,2016,December,Cocaine (T40.5),15
AK,2016,December,Methadone (T40.3),14
AK,2016,December,Heroin (T40.1),49
AK,2016,December,"Opioids (T40.0-T40.4,T40.6)",96
AK,2016,December,Natural & semi-synthetic opioids (T40.2),46
AK,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",68
AK,2016,February,Natural & semi-synthetic opioids (T40.2),61
AK,2016,February,Methadone (T40.3),15
AK,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",76
AK,2016,February,Cocaine (T40.5),
AK,2016,February,"Synthetic opioids, excl. methadone (T40.4)",12
AK,2016,February,Heroin (T40.1),37
AK,2016,February,Number of Drug Overdose Deaths,128
AK,2016,February,Psychostimulants with abuse potential (T43.6),31
AK,2016,February,Percent with drugs specified,91.40625
AK,2016,February,"Opioids (T40.0-T40.4,T40.6)",91
AK,2016,February,Number of Deaths,"4,198"
AK,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75
AK,2016,January,Heroin (T40.1),35
AK,2016,January,Natural & semi-synthetic opioids (T40.2),60
AK,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66
AK,2016,January,Methadone (T40.3),13
AK,2016,January,"Opioids (T40.0-T40.4,T40.6)",90
AK,2016,January,Number of Deaths,"4,213"
AK,2016,January,"Synthetic opioids, excl. methadone (T40.4)",13
AK,2016,January,Percent with drugs specified,90.47619048
AK,2016,January,Number of Drug Overdose Deaths,126
AK,2016,January,Psychostimulants with abuse potential (T43.6),27
AK,2016,January,Cocaine (T40.5),
AK,2016,July,Number of Drug Overdose Deaths,143
AK,2016,July,Percent with drugs specified,96.5034965
AK,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",78
AK,2016,July,"Synthetic opioids, excl. methadone (T40.4)",13
AK,2016,July,Psychostimulants with abuse potential (T43.6),39
AK,2016,July,Natural & semi-synthetic opioids (T40.2),60
AK,2016,July,"Opioids (T40.0-T40.4,T40.6)",107
AK,2016,July,Methadone (T40.3),21
AK,2016,July,Number of Deaths,"4,269"
AK,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",70
AK,2016,July,Heroin (T40.1),42
AK,2016,July,Cocaine (T40.5),13
AK,2016,June,Psychostimulants with abuse potential (T43.6),37
AK,2016,June,Cocaine (T40.5),11
AK,2016,June,Number of Drug Overdose Deaths,138
AK,2016,June,Percent with drugs specified,97.10144928
AK,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",76
AK,2016,June,Methadone (T40.3),20
AK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",12
AK,2016,June,"Opioids (T40.0-T40.4,T40.6)",102
AK,2016,June,Heroin (T40.1),40
AK,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69
AK,2016,June,Number of Deaths,"4,261"
AK,2016,June,Natural & semi-synthetic opioids (T40.2),60
AK,2016,March,Cocaine (T40.5),
AK,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72
AK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",12
AK,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64
AK,2016,March,Natural & semi-synthetic opioids (T40.2),57
AK,2016,March,Heroin (T40.1),38
AK,2016,March,Methadone (T40.3),16
AK,2016,March,Psychostimulants with abuse potential (T43.6),31
AK,2016,March,Percent with drugs specified,92.8
AK,2016,March,Number of Drug Overdose Deaths,125
AK,2016,March,"Opioids (T40.0-T40.4,T40.6)",90
AK,2016,March,Number of Deaths,"4,230"
AK,2016,May,Number of Drug Overdose Deaths,140
AK,2016,May,Psychostimulants with abuse potential (T43.6),39
AK,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",77
AK,2016,May,Cocaine (T40.5),11
AK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",11
AK,2016,May,Number of Deaths,"4,241"
AK,2016,May,Methadone (T40.3),17
AK,2016,May,Heroin (T40.1),44
AK,2016,May,Percent with drugs specified,95.71428571
AK,2016,May,"Opioids (T40.0-T40.4,T40.6)",103
AK,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",70
AK,2016,May,Natural & semi-synthetic opioids (T40.2),63
AK,2016,November,Psychostimulants with abuse potential (T43.6),45
AK,2016,November,Number of Drug Overdose Deaths,133
AK,2016,November,Percent with drugs specified,97.7443609
AK,2016,November,Number of Deaths,"4,289"
AK,2016,November,Heroin (T40.1),45
AK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",
AK,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64
AK,2016,November,Methadone (T40.3),15
AK,2016,November,"Opioids (T40.0-T40.4,T40.6)",99
AK,2016,November,Natural & semi-synthetic opioids (T40.2),51
AK,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59
AK,2016,November,Cocaine (T40.5),15
AK,2016,October,Psychostimulants with abuse potential (T43.6),44
AK,2016,October,Number of Deaths,"4,291"
AK,2016,October,Percent with drugs specified,96.94656489
AK,2016,October,Heroin (T40.1),38
AK,2016,October,Natural & semi-synthetic opioids (T40.2),53
AK,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64
AK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",
AK,2016,October,"Opioids (T40.0-T40.4,T40.6)",94
AK,2016,October,Cocaine (T40.5),13
AK,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60
AK,2016,October,Number of Drug Overdose Deaths,131
AK,2016,October,Methadone (T40.3),15
AK,2016,September,Number of Drug Overdose Deaths,131
AK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",10
AK,2016,September,Psychostimulants with abuse potential (T43.6),42
AK,2016,September,Percent with drugs specified,96.94656489
AK,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68
AK,2016,September,Methadone (T40.3),17
AK,2016,September,Number of Deaths,"4,256"
AK,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62
AK,2016,September,"Opioids (T40.0-T40.4,T40.6)",96
AK,2016,September,Heroin (T40.1),37
AK,2016,September,Cocaine (T40.5),11
AK,2016,September,Natural & semi-synthetic opioids (T40.2),54
AK,2017,April,Cocaine (T40.5),16
AK,2017,April,Psychostimulants with abuse potential (T43.6),52
AK,2017,April,"Opioids (T40.0-T40.4,T40.6)",78
AK,2017,April,Number of Drug Overdose Deaths,117
AK,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44
AK,2017,April,Number of Deaths,"4,325"
AK,2017,April,Natural & semi-synthetic opioids (T40.2),30
AK,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",35
AK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",12
AK,2017,April,Methadone (T40.3),
AK,2017,April,Percent with drugs specified,97.43589744
AK,2017,April,Heroin (T40.1),43
AK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",29
AK,2017,August,Percent with drugs specified,97.08029197
AK,2017,August,Number of Drug Overdose Deaths,137
AK,2017,August,"Opioids (T40.0-T40.4,T40.6)",99
AK,2017,August,Psychostimulants with abuse potential (T43.6),64
AK,2017,August,Number of Deaths,"4,234"
AK,2017,August,Natural & semi-synthetic opioids (T40.2),44
AK,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68
AK,2017,August,Cocaine (T40.5),21
AK,2017,August,Heroin (T40.1),46
AK,2017,August,Methadone (T40.3),
AK,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48
AK,2017,December,Psychostimulants with abuse potential (T43.6),64
AK,2017,December,Number of Drug Overdose Deaths,141
AK,2017,December,"Opioids (T40.0-T40.4,T40.6)",100
AK,2017,December,Number of Deaths,"4,279"
AK,2017,December,Natural & semi-synthetic opioids (T40.2),46
AK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",37
AK,2017,December,Heroin (T40.1),36
AK,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50
AK,2017,December,Methadone (T40.3),
AK,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75
AK,2017,December,Cocaine (T40.5),18
AK,2017,December,Percent with drugs specified,97.16312057
AK,2017,February,Psychostimulants with abuse potential (T43.6),54
AK,2017,February,Percent with drugs specified,98.38709677
AK,2017,February,"Opioids (T40.0-T40.4,T40.6)",90
AK,2017,February,Methadone (T40.3),
AK,2017,February,Number of Drug Overdose Deaths,124
AK,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42
AK,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50
AK,2017,February,Natural & semi-synthetic opioids (T40.2),36
AK,2017,February,Number of Deaths,"4,347"
AK,2017,February,Cocaine (T40.5),18
AK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",11
AK,2017,February,Heroin (T40.1),49
AK,2017,January,Number of Drug Overdose Deaths,126
AK,2017,January,Psychostimulants with abuse potential (T43.6),55
AK,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",54
AK,2017,January,Percent with drugs specified,99.20634921
AK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",10
AK,2017,January,Number of Deaths,"4,374"
AK,2017,January,Methadone (T40.3),11
AK,2017,January,Heroin (T40.1),50
AK,2017,January,"Opioids (T40.0-T40.4,T40.6)",93
AK,2017,January,Natural & semi-synthetic opioids (T40.2),40
AK,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47
AK,2017,January,Cocaine (T40.5),15
AK,2017,July,Number of Deaths,"4,236"
AK,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",63
AK,2017,July,Heroin (T40.1),44
AK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",27
AK,2017,July,"Opioids (T40.0-T40.4,T40.6)",91
AK,2017,July,Percent with drugs specified,97.65625
AK,2017,July,Cocaine (T40.5),20
AK,2017,July,Number of Drug Overdose Deaths,128
AK,2017,July,Methadone (T40.3),
AK,2017,July,Psychostimulants with abuse potential (T43.6),59
AK,2017,July,Natural & semi-synthetic opioids (T40.2),40
AK,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44
AK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",24
AK,2017,June,Number of Drug Overdose Deaths,122
AK,2017,June,Percent with drugs specified,96.72131148
AK,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40
AK,2017,June,Heroin (T40.1),42
AK,2017,June,Cocaine (T40.5),20
AK,2017,June,Psychostimulants with abuse potential (T43.6),54
AK,2017,June,Number of Deaths,"4,276"
AK,2017,June,"Opioids (T40.0-T40.4,T40.6)",85
AK,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",57
AK,2017,June,Methadone (T40.3),
AK,2017,June,Natural & semi-synthetic opioids (T40.2),35
AK,2017,March,Percent with drugs specified,98.41269841
AK,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",49
AK,2017,March,Psychostimulants with abuse potential (T43.6),55
AK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",11
AK,2017,March,"Opioids (T40.0-T40.4,T40.6)",87
AK,2017,March,Methadone (T40.3),
AK,2017,March,Cocaine (T40.5),19
AK,2017,March,Number of Deaths,"4,359"
AK,2017,March,Number of Drug Overdose Deaths,126
AK,2017,March,Natural & semi-synthetic opioids (T40.2),35
AK,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41
AK,2017,March,Heroin (T40.1),47
AK,2017,May,Natural & semi-synthetic opioids (T40.2),32
AK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",21
AK,2017,May,Number of Deaths,"4,277"
AK,2017,May,Percent with drugs specified,96.66666667
AK,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39
AK,2017,May,Number of Drug Overdose Deaths,120
AK,2017,May,Cocaine (T40.5),18
AK,2017,May,Psychostimulants with abuse potential (T43.6),52
AK,2017,May,Heroin (T40.1),40
AK,2017,May,"Opioids (T40.0-T40.4,T40.6)",81
AK,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53
AK,2017,May,Methadone (T40.3),10
AK,2017,November,Number of Drug Overdose Deaths,138
AK,2017,November,Percent with drugs specified,97.10144928
AK,2017,November,Natural & semi-synthetic opioids (T40.2),43
AK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",33
AK,2017,November,Heroin (T40.1),38
AK,2017,November,Psychostimulants with abuse potential (T43.6),67
AK,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",70
AK,2017,November,Methadone (T40.3),
AK,2017,November,Cocaine (T40.5),17
AK,2017,November,"Opioids (T40.0-T40.4,T40.6)",97
AK,2017,November,Number of Deaths,"4,308"
AK,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47
AK,2017,October,Number of Drug Overdose Deaths,144
AK,2017,October,Natural & semi-synthetic opioids (T40.2),45
AK,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72
AK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",33
AK,2017,October,Psychostimulants with abuse potential (T43.6),70
AK,2017,October,Number of Deaths,"4,283"
AK,2017,October,Percent with drugs specified,97.22222222
AK,2017,October,"Opioids (T40.0-T40.4,T40.6)",103
AK,2017,October,Methadone (T40.3),
AK,2017,October,Heroin (T40.1),46
AK,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",49
AK,2017,October,Cocaine (T40.5),20
AK,2017,September,"Synthetic opioids, excl. methadone (T40.4)",32
AK,2017,September,Percent with drugs specified,97.2972973
AK,2017,September,Number of Drug Overdose Deaths,148
AK,2017,September,Natural & semi-synthetic opioids (T40.2),48
AK,2017,September,"Opioids (T40.0-T40.4,T40.6)",106
AK,2017,September,Psychostimulants with abuse potential (T43.6),68
AK,2017,September,Number of Deaths,"4,299"
AK,2017,September,Methadone (T40.3),
AK,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52
AK,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",74
AK,2017,September,Heroin (T40.1),46
AK,2017,September,Cocaine (T40.5),22
AK,2018,April,Number of Deaths,"4,340"
AK,2018,April,Methadone (T40.3),11
AK,2018,April,Natural & semi-synthetic opioids (T40.2),48
AK,2018,April,Psychostimulants with abuse potential (T43.6),61
AK,2018,April,Number of Drug Overdose Deaths,142
AK,2018,April,"Synthetic opioids, excl. methadone (T40.4)",38
AK,2018,April,"Opioids (T40.0-T40.4,T40.6)",102
AK,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55
AK,2018,April,Heroin (T40.1),36
AK,2018,April,Percent with drugs specified,98.5915493
AK,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80
AK,2018,April,Cocaine (T40.5),15
AK,2018,August,Number of Deaths,"4,383"
AK,2018,August,"Synthetic opioids, excl. methadone (T40.4)",19
AK,2018,August,"Opioids (T40.0-T40.4,T40.6)",73
AK,2018,August,Cocaine (T40.5),
AK,2018,August,Number of Drug Overdose Deaths,110
AK,2018,August,Heroin (T40.1),24
AK,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42
AK,2018,August,Psychostimulants with abuse potential (T43.6),47
AK,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",56
AK,2018,August,Methadone (T40.3),
AK,2018,August,Natural & semi-synthetic opioids (T40.2),37
AK,2018,August,Percent with drugs specified,100
AK,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",46
AK,2018,December,Natural & semi-synthetic opioids (T40.2),33
AK,2018,December,Heroin (T40.1),28
AK,2018,December,Number of Drug Overdose Deaths,105
AK,2018,December,Percent with drugs specified,100
AK,2018,December,Cocaine (T40.5),10
AK,2018,December,"Synthetic opioids, excl. methadone (T40.4)",16
AK,2018,December,Methadone (T40.3),
AK,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37
AK,2018,December,Psychostimulants with abuse potential (T43.6),49
AK,2018,December,"Opioids (T40.0-T40.4,T40.6)",65
AK,2018,December,Number of Deaths,"4,333"
AK,2018,February,Psychostimulants with abuse potential (T43.6),56
AK,2018,February,Methadone (T40.3),10
AK,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80
AK,2018,February,Percent with drugs specified,97.84172662
AK,2018,February,Number of Deaths,"4,303"
AK,2018,February,Natural & semi-synthetic opioids (T40.2),48
AK,2018,February,Cocaine (T40.5),14
AK,2018,February,Number of Drug Overdose Deaths,139
AK,2018,February,"Opioids (T40.0-T40.4,T40.6)",102
AK,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",54
AK,2018,February,"Synthetic opioids, excl. methadone (T40.4)",38
AK,2018,February,Heroin (T40.1),37
AK,2018,January,"Synthetic opioids, excl. methadone (T40.4)",38
AK,2018,January,Number of Drug Overdose Deaths,138
AK,2018,January,Psychostimulants with abuse potential (T43.6),59
